review,rating,date
semoga tetap amanah drivernya ,4,2023-02-16
ko jadi ribet kaya gini banyak biaya tektek bengek yang merugikan customer dan driver kasian yang dapet double order masa ongkos dari customer 12 ribu tapi di kasih ke driver nya cuman 2 ribu yang 10 ribu nya di kemanain heyyyyyyyy,1,2023-02-16
aplikasinya sudh bagus tapi kadang selalu ada bug saya memasang alamat dengan benar tapi knp driver malah nyasar ya tapi gpp yg pnting makanan saya tetap diantarkan kerumah,5,2023-02-15
sangat buruk udah setengah jam nyari driver gk ketemu2,1,2023-02-16
tolong lebih diseleksi rekruitmen drivernya karena saya selalu kasih bintang 5 meski kesalahan fatal seperti ambil rute salah yang sangat jauh tidak berkata jujur tentang lokasi penjemputan membatalkan order sepihak hanya karena tidak mau bergerak sekitar hanya 5 meter kendaraan tidak tepat di titik jemput dan titik antar yang sudah disetting driver berhenti untuk kepentingannya saat ditengah perjalanan tidak menawarkan helm dan masih ada yang lainnya,5,2023-02-16
saya kasih bintang 5 tapi tolong kalau cuaca buruk tetap gampang dapat driver,5,2023-02-17
dulu sya kasih bintang5 sekarang bintang1 aja terlalu banyak aplikasi tambah rumitpayah ga bisa pilih lokasi penjemputan yg tepat yg muncul hanya lokasi yang di sarankan  itupun jauh dri lokasi sya saat ini pesen go ride yg muncul go car terus posisi driver ga muncul padahal koneksi hp saya bagus,1,2023-02-17
waktu penjemputan tepat dan drivernya ramah,5,2023-02-17
sudah lamah jadi driver maxim,5,2023-02-17
cepat dan drivernya ramah,4,2023-03-22
susah cari driverdi maps driver tidak terdeteksi,5,2023-02-28
sikap mas driver nya ramah sekalii ,5,2023-02-17
wajib install sih ini gojek keren banget penyelamat banget dibanyak kondisi luvv luvv sama gojek dan para driver,5,2023-02-18
ayoooo pada pindah ke apk lain yg ini makin parah harga ke kita sebagai customer makin mahal biaya pesanan lah parkir lah ini itu taik kucing faktanya kita bayar ongkir mahal tapi ke driver cuma 6 rb kasian drivernya woy,1,2023-02-18
driver ramah harga jg ok,5,2023-02-18
layanan gofoodnya bagusga pake lama sesuai dg yg kita minta drivernya mudah dihubungi bravo gofood,5,2023-02-18
gojek  gw harini hampir putus sama crush gw gara2 map kalian tolonglah mapnya driver di map masih jauh terus tiba tiba katanya udah sampai ternyata ga ada di map malah makin jauh ujung ujungnya kami berdua telat dan dia ngambek lah kok jadi curhat ya intinya map nya fix kak pelis ,5,2023-02-17
aplikasi burukrespon lambat ada penagihan lebih dari driver pagi ini sudah lapor tidak direspon sangat kecewa penyelesaian setelah 24 hari sangat mengecewakan,5,2023-02-17
semoga dibaca team gojek paling nggk suka kalau driverrider gojek udah janjian titik lokasi tapi malah bablas lurus dikit dikit tapi 50m akhirnya carian lagi marah ujungnya suruh batalin ketika dikasih bintang 2 tapi riderdriver dateng ke alamat kita lalu marah nggk jelas kita yang nilai berdasarkan lapangan malah seakan terancam mau jujur tolong gojek perlindungan customernya juga ditegaskan ke riderdriver,4,2023-02-17
punya driver lebay bener cuma hujan ga mau terima pesanan,2,2023-02-17
potongan siluman buat driver tolong di hapus  ongkir 12000 keterima driver cuma 8000 kasian drivernya jek,1,2023-02-17
ga nemu driver tapi nda bisa dicancel aneh,3,2023-02-17
semenjak ganti pimpinannya drivermu teraniaya cobalah bijak kepada ujung tombakmu wahai aplikator yg terhormat,1,2023-03-06
banyak oknum merchantmitra gofood yg hobi mencurangidzalim terhadap costumer dengan isi menu makanan yg dipesan salah satunya dengan memasukan item lain yg harganya tidak seberapa dan mengurangi porsi bahan2 utama hingga 60  contoh mengurangi keberadaan daging baik dalam bentuk olahan apapun  memperbanyak porsi daun singkong atau sejenisnya yg membuat penampilan makanan itu tetap berisi dimata awam  kesulitan topup gopay ke driver gojek yg gak punya saldo   tolongdievaluasi,3,2023-02-13
ga pake ribet pesan datang driver nya,5,2023-02-13
request buat aplikasi yang ringan goride litegosend litegoshop lite dll mirip facebook lite karena tidak semua hp memiliki ram dan baterai besar sehingga bisa menarik pelanggan lebih banyak kalo bisa bahkan buat layanan gojek agar bisa digunakan melalui handphone jadul sehingga lebih memudahkan suport ke wilayah yang lebih luas beberapa pelanggan juga terkadang sulit terutama beda rekening sama driver jadi usahakan agar driver gojek punya qris kan rata rata udah punya npwp juga,5,2023-03-06
ini kenapa akun gojek saya gabisa angkat tlvon dari driver ya padahal udah diupdate diunistall terus install lagi tetep gabisa cuma bunyi2 doang tapi pas diangkat gabisa,2,2023-02-13
drivernya ramah,5,2023-02-11
impianku ingin menjadi driver gojek suati saat nanti terimakasih gojek,5,2023-02-10
cukup bagus driver ramah tapi aplikasi kurang ramah kepada pengguna baru terutama yang pertama kali pakai sisanya bagus,4,2023-02-10
ini aplikasi gmna ditelfon sma driver kok ga munculga membantu,1,2023-02-10
kenapa gk bisa kirim foto dari galeri ke driver,1,2023-02-11
drivernya ok,5,2023-03-09
apknya sering eror bnyk driver dekat tp dptnya slalu yg jauh all hasil nunggu lama ,1,2023-02-12
pembaruan aplikasi go jek driver v 341 maps driver tdk ada di aplikasi gojek penumpang mengapa bisa terjadi  bgmn driver mau dpt orderan go ride cs pesan gojek lihat di maps tdk ada driver yg online ada ttp jauhjauh,3,2023-02-11
semakin tidak jelas mencari driver saja lama sekali apakah efek pilihpilih driver sistim gojek sudah tidak bagus lagi,1,2023-02-15
makin lama makin aneh nunggu driver lama akurat maps makin parah  uang untuk aplikasi kemana setiap order harus bayar aplikasi namun makin parah k3marinya,1,2023-02-15
kasian drivernya tkt di cancel dasar dongo sih sestem nya gk bela driver,1,2023-02-15
driver dah di depan mata tapi mapnya kok masih jauh gimana nih akhirnya di cancel sedih kali udah jauh2 datang begitu sampai tujuan di canceltolong di perbaiki bos,5,2023-02-15
sekarang biaya admin mahal banget khususnya pas pesen gofood masa penjual kena admin 20 terus driver kena 20 nah di bagian consumennya kena 4000 makanya itu harga makanan nya jadi mahal semenjak bukan nadim yg mimpin makin zolim,1,2023-02-14
wkwk driver 7 kilo cuma dpt 5600 cust bayar 10000 potongan 4400 kira 2 44 persen mangkas penghasilan driver mantap driver makan angin  gojek makan di resto driver bahan bakar pake bensin bukan air hujan kira2 aja klo mau mangkas buat nyari order 5 aja susah paling dpt 1 3 order aja ampe malam baru bisa beli bensin apk buatan manusia tapi tidak manusiawi wkwk lucu lo aplikasi yang promo driver yg nanggung semua cust dan potongan 44  sehari cuma 1 order masih mangkas,1,2023-02-14
pelayanan driver good,5,2023-02-14
sebelum isi gopay 50 discount pas udah isi gopay hilang discount nya makmurkan driver terus pelanggan ngga usahhh lamalama makin berkurang target segmentasi nya kalau gini untuk menengah ke atas,1,2023-02-14
pengemudi selalu ngaret  lama nyari driver,1,2023-02-14
kasian nih drivernya pada sepi karena pada mahal goofood sekarang,1,2023-02-14
pelayanan driver nya bagussaya suka,5,2023-02-14
barang saya hilang dimobil driver dan driver nya marah ,1,2023-02-22
najis ongkir nya at the moment suka naik 3x lipat dan biaya aplikasi nya lebih mahal dari app lain dan paling gila kita harus di suruh nuggu driver 7 menit dan itu gk bisa di cancel mending lo tutup aplikasi aja kalo serivice app lo ke gitu ,1,2023-02-22
tolong dong kalo dapet driver tu ambil dari yang terdekat aja kalo jauh jauh kan susah drivernya rata rata ga mau di ambil penumpangnya karna jauh dan pake promo tapi walaupun ga pke promo juga kayaknya drivernya mikir mikir deh buat ngambil kalo jauh titik jemput nya,2,2023-03-18
tolong dong bwt gojeg kalau rekrut driver nya yang pinter baca maps saya sering dapat driver yang gk bisa baca maps habis nunggu lama tiba tiba dibatalin driver nya sampai sering telat karena nunggu driver yang lama karena gak bis baca maps,3,2023-02-21
good driver,5,2023-02-22
makin aneh pesen go food g ada yang ambil drivernya,1,2023-02-22
cuaca hujan gerimis driver car banyak tak merespon pelanggan drivernya pada kayak taik,1,2023-03-03
payah order gofood oas hujan aja driver sibuk semua ntar klok ndak ada orderan ngeluh semua,1,2023-03-05
drivernya dengan sabar mengajari saya merubah tujuan,5,2023-02-21
aplikasi apaan ini nyusahin driver aja,1,2023-02-21
joss sat set  safety drivernya,5,2023-02-21
2hari ini nunggu driver gocar di area sudirman lama banget cancel aja lah cari aplikasi lain,1,2023-02-21
payah gak brani bakar promo lagiberkaca dr blkng pendiri awal gojek pak nadiembeliau brani bakar promo foodridekasian jg driverny gmn mw ngorder klo promonya gk ada udh gitu potongannya gila gede bgd,1,2023-02-21
mencari driver nya kelamaan sekali nya dapet ga jalan jalan,1,2023-02-24
anak saya main hp tapi kepencet memesan pembayaran pakai gopay  mau cecel udah terlanjur  untung jatuh tempo bulan april pas dgn tgl gajian  pertanyaannya  saat barang sampai di rumah apakah ongkos kirim harus saya bayar lagi ke kurirnya atau menunggu pembayaran full semua melalui aplikasi gopay mohon jawaban nya kak,4,2023-03-12
setelah pemesanan gojek driver ramah dandatang dgn tepat waktu,5,2023-03-01
kenapa stiap pesan go foot untk nyari driverny aja bgitu lamasungguh membosan kanwktu itu bgitu pntingtolong ubahlh sistimny siapa yg dkat dari tmpat pemsan itu yg didahulu kan,5,2023-03-16
gojek skrg gojek penjajah tega membuat driver sengsara skrg lbh baik sy nyuruh opang wat bela beli ngorder gojek jg percuma nelantarin driver,1,2023-03-16
aduh kapok pake aplikasi ini dehsetengah jam nunggu ga dpt driver udah 3 kali dpt tapi dicancel semuadrivernya pada belagu ga mau anter ke jakut auto apus dan ga akan download lagih,1,2023-02-24
kecewa bnget dengan 2 kejadian sekaligus pagi ini dimna mitra gofood tidak memberi keterangan menu habis dan setelah kita pilih mkanannya pesanan tetap diterima setelah driver smpai di resto baru ada pemberitahuan mknan habis dan baik dari driverpembeli tidak bisa membatalkan pesanan krna pesanan sudah diterima dan kita terpaksa harus membeli apa yg ada disna,1,2023-02-25
lebih enak driver gojek ramah dibandingkan dengan aplikasi ijo sebelah,5,2023-02-23
aplikasi yg suka peras keringat ma darah driver nya sndrikaya d atas penderitaan mitra driver,1,2023-02-22
tolong pihak gojek tindak tegas sama driver yang makin menjadi jadisering dapat driver gocar yg tak ramahditanya jawabannya lantam xdan pernah dapat driver gocar yang berhenti diseberang jlnmasa aku disuruh nyeberangsudah gt bicara kasartolong pihak gojek tindak tegas sama driver yang tak ada otaknyakok bisa2nya jadi pengemudi gocardriver sharusnya ramah tamah,1,2023-02-22
aku kasih bintang satu karena terlalu banyak keluhan klo mau komplain tentang driver d y mohon info nya,1,2023-02-22
gak aplikasi driver gak aplikasi customer nyusahin pengguna semua ambil keuntungan jangan kanan kiri bosssssssss,1,2023-02-22
driver menggagalkan rencana meeting saya dg alasan yg dibuatbuat,1,2023-03-02
seumur baru ini sy kecewa diperlakukan ga sopan sma driver sy sdh kasih bintang 1 ke org nya sdh sy screenshot jg mohon ditindak ya pihak gojek sdh sy kasih ulasan jg di orderannya trauma sya tega bener sm saya pdhal sya bawa anak  jahattt,1,2023-03-07
hallo gojek 4 hari lalu barang pesanan saya isi nya hp hrga 35jt  blm sampai ke saya atau lebih jelas nya barang nya di bawa kabur sama driver qm kemudian pihak qm melakukan investigasi selama 3 hati hasil investigasi nya konyol sekali  cuma copy kalimat dari sistem pelacakan kemudian paste di ruang komplain waktunya 3 hari kemudian hari ini minta waktu investigasi lagi yg saya komplain d sini buruk nya sistem pelayanan gojek nunggu 1 komentar dari pihak gojekbisa berhari2,1,2023-02-21
aplikasi dan drivernya udah gak bisa diandelin kalo mau buru2,1,2023-02-19
sangat membantu tp dikala mendunghujan sering banget susah dpt driver,4,2023-02-18
tiii sistem nya sangat merugikan driver on 24 jm bisa ga dikasih sama sx gmn akun mau naik kalo kesempatan ajh ga dikasih ga masuk logika buat pembagian ordernya cma driver itu2 ajh yang dpt orderan gebleg,1,2023-03-10
driver bisa diajak berbicara selama perjalanan,5,2023-02-19
kok orderan driver sekarang mahal klo gini pindah kesebelah juga kita yg pasti butuh fast resp anjg,1,2023-02-19
saya sangat kecewa driver gocar yang dapat mengcancle penumpang ketika hujan yang harusnya di butuhkan malah arogan menolak penumpang dan ini bukan sesekali saja bahkan sangat sering tolong di perbaiki layanannya kalau tidak bisa non aktifkan saja layanan gocar tidak bermutu maaf bintang 1  senin 20 februari 2023 layanan bantuan tidak berguna tidak ada solusi komplenan saya padahal saya di perlakukan tidak pantas,1,2023-02-20
utk cust lain utamakan cash ya utk belanja gofood krna driver lbh suka cash utk pmblnjaan yerutama nominal banyak,5,2023-02-20
driver ok banget om gojek,5,2023-02-20
kesel banget udah nunggu setengah jam lebih eh dibatalin buang buang waktu saya aja gamau pake apk gojek lagi susah nyari driver,1,2023-02-21
drivernya lelet bgt klw jemput banyak nongkrong gk jelasnya lelet bgt masak nunggu sama nganternya lama nunggunya,1,2023-02-21
gojek sekarang kalau ambil driver mesti yang jauh dari titik penjemputan,2,2023-02-20
jangan kasih potongan gede ke drivernya jek kasian lah mereka panas2an ujan2an sementara lo yg kerja dan mantau mereka dikantor dengan ruangan ber ac dapet gede dr jerih payah mereka jangan sadis donk masih satu bangsa njiiir,2,2023-02-21
pake gojek kalau ga kepepet males sih sumph drivernya banyak yang songong,1,2023-02-21
pantes driver gojek pada ngeluh soal anyep ga dapet order  apk costumer aja banyak yg bug  banyak teriakan costumer soal kualitas aplikasi ini  jelek buruk ,1,2023-02-20
saya tinggal di jogja dan diberikan alamat ke semarang mau pesan makanan tidak bisa di batalkan dan otomatis menyambung ke driver lain sudah 3 driver yg terkena kesalahan lokasi pesanan saya saya merasa bersalah sekali ,1,2023-02-20
good bye gojek terimakasih telah menemani saya selama ini dalam berpegian saya selalu percayakan pada gojek untuk mendukung karya dalam negri namun setelah sekian lama saya menyerah sering kali driver marah padahal yang salah driver nya titik jemput dimana driver nya juga nyampe dimana apalagi saat hujan gojek hanya pajangan tidak pernah mendapatkan driver sekali ny dapat langsung yang jauh posisinya itupun selalu di i tolak lewat chat dengan berbagai alasan,3,2023-02-20
driver susah dapet duit dari sini  susah menentukan masa depan kalo ngandelin dari gojek,1,2023-02-20
sekali pakai langsung malas order lagi galakan drivernya emangnya pelanggan murid sd diajarin,4,2023-03-10
dear gojek saya emg bukan driver gojektp saya ingin tanyakan saat nih aplikasi driver gojek nya lg bermasalah apa gimana ya suami saya udh 2minggu lebih nih sehari cuma dapet 1tarikan ajatolong dong pt gojekkalo emg bermasalah segera diperbaikikasian para driver gojek yg nunggu orderan masuk seharian cuma dapet 1 mereka jg butuh kasih makan untuk keluarga nya dirumahgimana mau memberikan makan kalo sehari dapet 1 aja terimakasih,2,2023-02-20
pesan makanan jam 9 malem jaraknya kurang lebih 1 km dengan harga35 ribu sama ongkir byar ongkir 10 ribu ku kira bkalan sebentar eh tau taunya 45 menit dan saya tanya drivernya kenapa lama katnya 2 orderan saya tanya lagi ongkosnya berpa 5 ribu eh saya byar 10 ribu ongkosnya  ko sekarang jadi kapok beli lewat apk ini mending beli sendiri tolong d perhatikan buat mitranya jangan di kasih dobel order jadi lama ke sayanya apalagi sedang lapar tambah kasian juga ongkos 5 ribu,1,2023-12-18
semangat terus para pejuang driver tingkatkan terus kemaama nya,5,2023-05-13
sy aangat teramat kecewa dgn gojek terutama go car order terakhir sy di ambil tp di jalan di batalkan driver sehingga tdk ada riwayatnya orderan mohon admin cek orderan terakhir yg di cansel teringat sy mobil ertiga kecewa x keluarga di turunkan di jalan ongkos di ambil lebih driver mitra go car gak ada ahlak,1,2023-04-23
tolong dong buat driver saya pesan foodkok drivernya minta tambahan saya bayar udh mahaljadi risihdengan alesan dibayar 5000 dari gojekkita bayar full,1,2023-12-17
gojek2 bagian pengaduan seperti jawaban robot memang tidak peduli selama ini gojek membantu tetapi tidak pernah menolong klo drivernya aneh,5,2023-09-27
sulitnya mencari driver,1,2023-07-04
kenapa sih ini goride nya nyari driver mulu udh 2 jam gini terus,1,2023-04-12
drivernya ramah,5,2023-07-04
pesen gofood dateng makanan dingin pantes aja driver dapet 2 orderan sekaligus gimana ga dingin itu makanan udh gitu saya tanya driver dapet 2k perak dari lokasi 1 ke 2 ,1,2023-05-25
driver nya baik pinter cari rute,5,2023-04-26
terus ditingkatkan pelayanan dan kesejahteraan driver,5,2023-06-28
kenapa driver klo dapat order goridegofoodgosendgomart dll titik pengambilannya jauh sedangkan di setiap lokasi pst ada driver gojek,1,2023-04-05
makin banyakin promonya dong ya biar nggak kalah sama layanan sebelah secara gojek kan dluan d indo musti ttep terdepan terupdate terjangkau klo bisa terbaik promonya termurah harga foodny sy pengguna stia gojek dri baru ad d daerah sy kurirnya cekat ujan angin d terjang kalo d daerah sy mah ketimbang layanan sebelah suka nggk dpet driver,5,2023-04-18
suka heran saya sama gocar  klo bayar nya pake gopay pada kebanyakan nolak sama kebanyakan alesan khusus driver cirebon,3,2023-04-23
maaf untuk saat ini sangat mengecewakan saya pesan gocar 3 kali tetapi selalu di cancel sama driver yg berbeda saya sangat heran padahal perjalanan hanya 68 km tapi kok spertinya susah sekali ya kesannya driver gocar itu sperti sombong masa menolak penumpang didepan orang nya langsung awalnya di cancel 2 sama driver yg berbeda yg ke 3 nya sya pesan lagi eh ditolak jg parahnya didepan sya langsung sya udah melambaikan tangan loh masa gk kelihatan alasannya alamat tdk sesuai,1,2023-04-28
aplikasinya membantu sekali tapi masalahnya untuk mencari driver lebih cepat lagi apalagi kalau saya sedang memesan gofood itu lama,4,2023-05-07
cepet driver banyak,5,2023-05-04
susah banget nyari driver gocar dapet dicancel trus,1,2023-03-30
tujuan nya kesitumalah titiknya ke situ ini gimana sihdari apl gojek nya atau drivernya nih yang betingkah tolong ya di perbaiki,1,2023-03-30
makin hari makin mahal diluar nalar aja apk anak bangsa mencekik anak bangsa driver ngeluh dan saya pun pelanggan juga ngeluh,1,2023-05-07
gue kasih 3 soalnya kalo pesen gojek rute nya dapet driver yg jauh terussehingga driver nya sering batalin pemesananharusnya jangkau yg dekat jarak 1020 menit mana mau driver nya ke lokasi penjemputan belum lagi anter ke lokasi rumah si pelanggan,3,2023-03-31
tolong diperbaiki kenapa ada panggilan dari driver gojek terus padahal tidak sedang menggunakan aplikasi sangat mengganggu ,3,2023-04-01
driver dicariin selalu yang jauh ga pernayang terdekat,1,2023-06-01
hallo gojek apakah kalian tidak ada seleksi dalam memilih driver saya sudah berkali2 dapat driver yang motor nya sudah tidak layak ga ada plat nomor spion dan motor sudah jelek,1,2023-04-27
aplikasi paling biadab dan kejam terhadap driver,1,2023-04-23
segala gofood di double double harga nya tetep sama dan kata drivernya driver cuma dapat 2500 kan kasian drivernya ya nyusahin driver juga bikin saya selaku customer lama nunggu sekalian aja goride di double biar bonceng tiga,1,2023-05-09
pembunuh driver,1,2023-08-31
jangan mahal mahal sebagian custumer gojek pindah ke maxim dan indriver  coba lah buat gebrakan lg biar gojek rame lagi seperti dlu jgn kalah dgn aplikasi baru  admingojek liat komen saya biar jdi evaluasi tim gojek goto biaya besar tp nyampe ke driver kecil,1,2023-05-24
driver nya pada lama jauh2 padahal banyak yang deket,5,2023-07-29
saya ingin daftar jadi driver gojek,5,2023-10-14
drivernya udah pada gak mau narik,1,2023-04-25
aplksi anjing suka2 ny z babi ni aplksi  udh nggu lma psnan smua d alih kn driver ny,1,2023-07-27
padahal driver depan mata banyak eh dapetnys yang jauh mana ngomel ngomel mulu,1,2023-04-14
akun driver dibajak  tapi pihak kantor pada cuek aja,1,2023-03-26
bug banyak bgt kadang driver udh cancel duit baliknya lama bgt sampe jalan kaki jadinya,1,2023-04-14
drivernya jemput tepat waktu ramah pula itawarkan pilihan rute terdekat,5,2023-06-04
good gocar bagi para driver yg good look n good looking attitude ramah n ceria  tampan2 pula yg driver wanita jg cantik  clean wangi mobilnya,5,2023-02-04
aplikasi sering error saya pesan gojek tapi tidak dapat driver padahal driver banyak di area tersebut,1,2023-02-06
driver ramah dan sopan,5,2023-02-04
nganter gosend nomer di samarin kadang gk nyambung nyambung pun gk ada suaranya  bnyak biaya ghoib kopdar gk pernah di gubris saya saranin pke maxim gk ada biaya aplikasi nomer gk di samarkan yg bikin driver bingung,1,2023-02-22
lebih aman dan cepat dapet driver nya,5,2023-02-03
sangat buruk ketika ada kendala customer berhadapan dengan mesin jawab bukan dengan manusia bagaimana mau menyampaikan kekurangan makanan pada driver kalau driver tidak bisa ditelpon maupun tidak membaca chat kita benar2 aplikasi yg buruk dan kemunduran,1,2023-02-23
iya terkadang driver tdk bisa membaca lokasi dan masih saja bertanya membuat lama waktu penjemputan app suka lemotpdahal pke grab lancar aja,5,2023-02-03
banyak driver yang cancel orderan krn jemput terlalu jauh,1,2023-02-03
suka pake grab drivernya ramah ramah ,5,2023-02-03
trimakasih gojek kau selalu ada untuku selama aku pergi merantau dari kampung tercintaku cianjur pergi ke kota rantau jakarta kau selalu lemah lembut terhadapku kau juga sudah sering sekali membantuku di saat aku sedang tidak ada ongkos bahkan saldo gopaypun tidak ada sama sekali kau tetap selalu ada untuk itu sehat lah selalu kepada seluruh driver ojek online trimakasih sebanyak banyak dari saya karena itulah aku selalu membintangi rating anda dengan jumlah full tanks by putra rantau,5,2023-02-03
gojek cs josss q daftar online driver smoga segera bisa bergabung,5,2023-02-22
waktu itu anak saya sakit dia minta dibeliin richese trus saya pake go food setelah makanannya datang anak saya akhirnya gak mau makan karna yg di bawain abang driver nya makanan bukannya obat,5,2023-02-22
driver oke banget baik lg mantab sukses trus ya pak  selalu hati hati di jln,5,2023-02-06
app costumer hanya untuk membahas pelayanan maximal guna mendapatkan keuntungan yg maximal pula tanpa memikirkan jerih payah driver yang membangun hal tersebut jgn tanya kenapa alasan pemberian rating yang tidak baik ini jika ingin tau kenapa alasannya cuman 1 kata yaitu percuma terimakasih,1,2023-02-03
selalu diberi driver yang jaraknya jauh pdahal disekitar titik jemput banyak driver,1,2023-09-14
dapat drivernya cepat dan mapsnya juga tepat,5,2023-02-20
driver is ok,5,2023-02-05
tks gojek driver2nya sopan dan tepat waktu,5,2023-02-20
saya disuruh driver,1,2023-02-20
gofood nya susah untuk mendapatkan driver padahal driver banyak di sekitar resto mohon di perbaiki silver nya castomer udah kelaparan tak kunjung dapat driver,1,2023-02-05
sangat senang menjadi driver gojek,5,2023-02-04
driver ramah,5,2023-02-05
jaket driver semoga kedepan di kasih kain yg lebih bagus supaya keren dan gak kluwus,4,2023-02-19
sering loh pesan gofood lama dpt driverpadahal kan driver gojek nih bejibun gak mungkin kan gk ada driver di tempat makan yg rame pembeli nya,4,2023-02-05
driver ramah dan tepat waktu,5,2023-04-04
saya ga tega ke driver anda di lapangan  ada yang seharian hanya dapat 1 order dengan harga murah ada yang seharian ga dapat order sama sekali ada yang ga bisa beli beras ada yang ga bisa bayar kontrakan rumah ada yang ini dan itu karena jarangnya mereka mendapat orderan saya bayar mahal entah itu tunai atau gopay tapi yang driver terima hanya sedikit karena potongannya terlalu besar dari gojek alangkah baiknya gojek bisa mensejahterakan seluruh driver nya gojek sangat tidak manusiawi,1,2023-05-25
terimakasih pengantaran cepat driver ramah dan komunikatif,5,2023-02-04
promo sedikit jauh beda dengan jaman pak nadiem dulu sekrang pelit vocher sedikit dan sekarang driver antar makanan sering nyasar karna rutenya gak jelas lewat jalan2 yg buntu kami customer sering kena sasaran padahal sistem dari gojeknya yang salah,2,2023-02-04
banyak driver kurang ramah di pontianak mana gofood suka di batalin lagi,3,2023-02-04
karyawan pt gojek jangan menyiksa driver kerja 24 jam kasihan driver mereka juga punya keluargalalu gimana driver makan istirahatnya aplikasi sekarang makin lemotuntungnya banyakharga makin mahaltitik map tidak tepat kasihan drivernyasaya kasih tip ke driver kenapa tidak masuk ke driver lalu tip saya kasih ke driver masuk kemanatolong kerja yang jujur gojek sekarang makin parahtidak profesional,1,2023-04-25
alhamdulillah dengan adanya gojek jadi mempermudah saya untuk perjalanan atau pun oder makanan dan keperluan pribadi sukses terus untuk gojek dan drivernya,5,2023-02-19
kadang agak delay map nya lokasi driver di map masih jauh tp tau udah sampe aja,4,2023-02-05
good job semoga driver semakin diayomi,5,2023-02-10
driver sering ganti2 saya menunggu terlalu lama trus ganti lg ,3,2023-01-31
hapuskan biaya jasa layanan gofood itukalian pihak perusahaan gojek tau gakdengan kalian menambahkan biaya jasa layananvoucher yg kalian kasih cuma habis buat biaya jasa layanan ajaklo begini terus konsumen gojek bakal berkurang terusmitra driver sulit dapat orderan dan kalian juga bakal bangkrutjangan maruk kali cari cuan banyaksejahterakan mitra driver kalianbuat konsumen senang pake aplikasi kalianpasti rejeki kalian juga bakal bertambah,1,2023-01-31
makin susah cari driver gojek heranngapain diambil kalo ujung2nya dibatalin udah pada kaya kali yaa,3,2023-04-18
tolong donk kalau pesan aplikasi gojek nomor nya yg bisa di hubungi biar tdk membingungkan driver dan kasih alamat yg lengkap nomor rumahblok rtrw biar jelas trus kalau kasih note juga dilengkapi maps nya jgn lupa di update biar titik nya pasoke,5,2023-01-30
percuma driver banyak tapi gak ada yang niat jalan malah kebanyakan di tolak malah sekarang di download gak pernah mau selesai menginstal tolong lah untuk driver driver yang gak niat gak usah di kasih orderan aja,1,2023-08-13
saya sih sering gunakan gojek castamer untuk keperluan sehari sampai level saya bos mau jd sultan tapi orderan saya di gojek driver 1 hari gk dikasih 1 pun jd mls rasanya pakai gojek lg orderan gk dikasih kok gunain gojek castamer terus air susu dibalas dg air tuba,1,2023-03-08
pesen gocar  jam 9 malem  udah nyangkut 2x  lamaaaa bergeraknya itu driver  ditelpon 2 2nya ngga diangkat ,1,2023-03-08
drivernya sabar dan tepat waktu,5,2023-08-18
insyaa allah aman walaupun tengah malam karena driver terverifikasi,5,2023-03-09
tod niat ngambil orderan ga driver lu,2,2023-02-26
selalu bisa buat penolong d saat sempit driver juga oke2 semua sopan dan tepat waktu,5,2023-02-01
bagus semua nya kecuali pengambilan driver pernah dapat yang jauh sekali lamaaa nunggu berakhir telat pikirku apa gada yg lebih dekat drivernya,3,2023-02-01
jalan a sesatt pesan gofood jalan buntu jd bisa lewatt kasian driver tp driver kadang marah a dengan customer,1,2023-03-09
puas  drivernya ramah mobilnya bersih dan nyaman,5,2023-02-27
tolong donkprogram histori nya itu buat lokasi aja bukan aktif onbitoffbit jg dijadiin histori kalo bgitu kan akun sy yg tadinya gacor pas 2 minggu libur sakit atau pulkam pas di on bit lagi jadi gagu soalnya 2 minggu offbitnya di anggap males ga menyelesaikan order sama sekali ini logika argoritma siapa sih kaya nya kudu belajar lagi dah atau sekali2 cobain jd driver 2 minggu aje dahbiar ngerasain hasil program ente tuh merugikan driver tau,1,2023-01-31
kapan dibuka lagi buat driver baru,5,2023-02-01
banyak berbenah ya jek ingat kesejahteraan driver,5,2023-06-25
saya bingung dengan sistem yg sekarang saya bayar mahal tapi setelah tanya ke driver argonya tidak manusiawi potongannya terlalu besar kasihan drivernya,3,2023-06-25
harga terlalu tinggi driver ngeluh potongan besar penumpang sepi coba harga perkilo meter di kurangi pasti rame penumpang,1,2023-02-01
thanks buat driver nya,5,2023-04-15
driver gojek sekarang service cepat gaklama macam dulubaguuss,5,2023-01-30
castamer bayar mahal driver menerima potongan lebih dari 20 aplikasi kejam,1,2023-04-13
driver ramah dan sopan cuma titik jemput cukup jauh dg posisi driver,5,2023-03-04
kecewa sih udah jarang gratis ongkir dan ada biaya layanan yang semakin naik minim voucer padahal yang diterima driver gak seperti yg ditagihkan ke pelanggan,1,2023-07-28
pelayanan driver bagus memuaskan bintang 5 deh pelayanan resto juga bagus memuaskan  tapi saya kecewa dengan sistem aplikasi gojek sering eror kenapa harus ada biaya pelayanan yg mahal dan lainnya yg tidak ngotak di luar ongkir dan harga barang klo biaya kayak ini gak di hapus kita akan beralih ke aplikasi lain dan tidak menggunakan aplikasi ini lagi terima kasih,1,2023-04-17
5 bintang pelayanan dan driver ok banget mantab pertahanin,5,2023-01-30
ribet buat custumer ribet buat driver pake grab atau maxim aja custumer servive nya banyak makan gaji buta ,1,2023-01-30
